score,moves,snake_length,time
0,282,3,0.0
0,610,3,0.0
0,761,3,0.0
0,795,3,0.0
0,1196,3,0.0
0,1251,3,0.0
1,1348,3,0.0
0,50,3,0.0,-1.38,0,0
0,97,3,0.0,-1.3917525773195876,0,[ 4.  2.  2. 11. 36. 15. 35. 97.  0. 40. 56.]
0,170,3,0.0,-1.3352941176470587,0,[ 3.5  1.5  2.  10.5 32.  16.  26.5 50.  33.5 44.  39.5]
0,274,3,0.0,-1.2773722627737227,0,"[ 3.          1.33333333  1.66666667 13.66666667 27.         25.
 25.66666667 68.         22.33333333 29.33333333 61.        ]"
0,390,3,0.0,-1.2435897435897436,0,[ 2.75  1.25  1.5  16.   28.5  24.   29.   56.75 39.25 51.   45.75]
0,766,3,0.0,-1.1488250652741514,0,[  2.8   3.4   1.4  32.2  38.6  37.4  45.   46.  103.8 107.8  43.8]
0,879,3,0.0,-1.1513083048919226,0,"[  2.66666667   3.           1.33333333  31.16666667  36.5
  37.83333333  41.          38.33333333 104.66666667 104.83333333
  39.83333333]"
0,945,3,0.0,-1.1608465608465608,0,"[ 2.57142857  2.71428571  1.28571429 28.14285714 35.28571429 34.42857143
 37.14285714 34.57142857 96.57142857 99.28571429 34.14285714]"
0,1030,3,0.0,-1.1660194174757281,0,"[ 2.75   2.875  1.25  26.375 34.875 33.25  34.25  40.875 84.5   91.875
 33.375]"
0,1085,3,0.0,-1.1751152073732718,0,"[ 2.66666667  2.66666667  1.22222222 24.11111111 33.66666667 31.
 31.77777778 42.44444444 75.11111111 87.77777778 29.66666667]"
0,1171,3,0.0,-1.178479931682323,0,[ 2.6  2.5  1.8 23.4 32.6 29.3 31.8 46.8 67.6 87.6 26.7]
0,1212,3,0.0,-1.188118811881188,0,"[ 2.54545455  2.36363636  1.72727273 22.27272727 30.         27.
 30.90909091 46.09090909 61.45454545 83.36363636 24.27272727]"
0,1286,3,0.0,-1.192068429237947,0,"[ 2.5         2.25        1.91666667 21.16666667 29.75       26.33333333
 29.91666667 48.41666667 56.33333333 76.41666667 28.25      ]"
0,1360,3,0.0,-1.1955882352941176,0,"[ 2.46153846  2.15384615  2.         20.61538462 29.92307692 25.53846154
 28.53846154 47.07692308 54.92307692 71.61538462 30.38461538]"
0,1453,3,0.0,-1.1961459050240881,0,"[ 2.42857143  2.07142857  1.92857143 20.35714286 29.14285714 26.42857143
 27.85714286 50.35714286 51.         66.5        34.85714286]"
0,1569,3,0.0,-1.1937539834289357,0,"[ 2.33333333  1.93333333  1.8        21.8        29.         26.4
 27.4        48.6        52.26666667 62.06666667 40.26666667]"
1,1618,3,0.0,-1.180469715698393,0,"[ 2.1875  1.9375  1.6875 21.625  27.5625 25.6875 26.25   48.4375 49.125
 61.1875 37.75  ]"
0,1701,3,0.0,-1.1828336272780717,0,"[ 2.17647059  2.          1.64705882 21.35294118 28.         25.23529412
 25.47058824 46.64705882 49.88235294 57.58823529 40.41176471]"
